Pop/GDP,Ind/Tran/Build,AGLU,Fossil,Energy,CCS,LT Price,LUC Price,ST Price,Average Global Cost (%GDP),2100 Forcing
2,4,4,2,0,0,0,1,0,0.002626116,4.7553
3,4,4,2,0,0,0,1,0,0.001917403,4.83739
4,4,4,2,0,0,0,1,0,0.001308222,6.19266
0,0,0,0,1,0,0,1,0,0.001675473,4.614
1,0,0,0,1,0,0,1,0,0.001893567,4.54281
2,0,0,0,1,0,0,1,0,0.002706242,4.27751
3,0,0,0,1,0,0,1,0,0.001936417,4.2109
4,0,0,0,1,0,0,1,0,0.001204189,5.15116
0,1,0,0,1,0,0,1,0,0.001929543,5.1605
1,1,0,0,1,0,0,1,0,0.002147534,4.98617
2,1,0,0,1,0,0,1,0,0.002919564,4.52702
3,1,0,0,1,0,0,1,0,0.002127074,4.54409
4,1,0,0,1,0,0,1,0,0.001441982,5.94264
0,2,0,0,1,0,0,1,0,0.002149769,5.28672
1,2,0,0,1,0,0,1,0,0.002336021,5.06
2,2,0,0,1,0,0,1,0,0.003022417,4.55252
3,2,0,0,1,0,0,1,0,0.002214429,4.57771
4,2,0,0,1,0,0,1,0,0.001682594,6.10431
0,3,0,0,1,0,0,1,0,0.002112809,5.24638
1,3,0,0,1,0,0,1,0,0.002286121,5.03231
2,3,0,0,1,0,0,1,0,0.002984763,4.54408
3,3,0,0,1,0,0,1,0,0.002155525,4.54869
4,3,0,0,1,0,0,1,0,0.001660548,6.067
0,4,0,0,1,0,0,1,0,0.001908636,5.20065
1,4,0,0,1,0,0,1,0,0.0021471,5.03628
2,4,0,0,1,0,0,1,0,0.002931626,4.55643
3,4,0,0,1,0,0,1,0,0.002158686,4.60009
4,4,0,0,1,0,0,1,0,0.001408537,5.99032
0,0,1,0,1,0,0,1,0,0.001588138,4.91049
1,0,1,0,1,0,0,1,0,0.001804283,4.80841
2,0,1,0,1,0,0,1,0,0.002560401,4.49991
3,0,1,0,1,0,0,1,0,0.001794898,4.46193
4,0,1,0,1,0,0,1,0,0.001166859,5.47298
0,1,1,0,1,0,0,1,0,0.001872929,5.46376
1,1,1,0,1,0,0,1,0,0.002086144,5.25656
2,1,1,0,1,0,0,1,0,0.002800498,4.75266
3,1,1,0,1,0,0,1,0,0.002007692,4.80089
4,1,1,0,1,0,0,1,0,0.001418334,6.25542
0,2,1,0,1,0,0,1,0,0.002115868,5.59402
1,2,1,0,1,0,0,1,0,0.002298636,5.32925
2,2,1,0,1,0,0,1,0,0.002921325,4.77914
3,2,1,0,1,0,0,1,0,0.00210694,4.83483
4,2,1,0,1,0,0,1,0,0.001682617,6.40842
0,3,1,0,1,0,0,1,0,0.0020808,5.555
1,3,1,0,1,0,0,1,0,0.002249515,5.3013
2,3,1,0,1,0,0,1,0,0.002883235,4.77025
3,3,1,0,1,0,0,1,0,0.002044172,4.80581
4,3,1,0,1,0,0,1,0,0.001661823,6.37169
0,4,1,0,1,0,0,1,0,0.001841188,5.50382
1,4,1,0,1,0,0,1,0,0.002076828,5.30314
2,4,1,0,1,0,0,1,0,0.002804324,4.78111
3,4,1,0,1,0,0,1,0,0.002035725,4.85589
4,4,1,0,1,0,0,1,0,0.001379816,6.30963
0,0,2,0,1,0,0,1,0,0.001552569,5.38562
1,0,2,0,1,0,0,1,0,0.001779996,5.15465
2,0,2,0,1,0,0,1,0,0.002526424,4.72941
3,0,2,0,1,0,0,1,0,0.001722693,4.78977
4,0,2,0,1,0,0,1,0,0.001183351,6.01254
0,1,2,0,1,0,0,1,0,0.001876661,5.94445
1,1,2,0,1,0,0,1,0,0.002097479,5.60526
2,1,2,0,1,0,0,1,0,0.002795196,4.98518
3,1,2,0,1,0,0,1,0,0.001958768,5.13362
4,1,2,0,1,0,0,1,0,0.001456496,6.78479
0,2,2,0,1,0,0,1,0,0.002135244,6.06831
1,2,2,0,1,0,0,1,0,0.00233397,5.67653
2,2,2,0,1,0,0,1,0,0.002938415,5.01143
3,2,2,0,1,0,0,1,0,0.002071363,5.16693
4,2,2,0,1,0,0,1,0,0.001724805,6.93024
0,3,2,0,1,0,0,1,0,0.002103459,6.03028
1,3,2,0,1,0,0,1,0,0.002285236,5.64673
2,3,2,0,1,0,0,1,0,0.002900612,5.00251
3,3,2,0,1,0,0,1,0,0.002003453,5.13824
4,3,2,0,1,0,0,1,0,0.001702765,6.89328
0,4,2,0,1,0,0,1,0,0.001828016,5.97938
1,4,2,0,1,0,0,1,0,0.002074924,5.6519
2,4,2,0,1,0,0,1,0,0.00278905,5.01297
3,4,2,0,1,0,0,1,0,0.001983316,5.18763
4,4,2,0,1,0,0,1,0,0.001405571,6.83736
0,0,3,0,1,0,0,1,0,0.001586284,4.8728
1,0,3,0,1,0,0,1,0,0.001804565,4.76863
2,0,3,0,1,0,0,1,0,0.00256999,4.45485
3,0,3,0,1,0,0,1,0,0.001795648,4.43275
4,0,3,0,1,0,0,1,0,0.001165547,5.44845
0,1,3,0,1,0,0,1,0,0.00187065,5.42578
1,1,3,0,1,0,0,1,0,0.002084981,5.21661
2,1,3,0,1,0,0,1,0,0.00280725,4.70753
3,1,3,0,1,0,0,1,0,0.002007078,4.77162
4,1,3,0,1,0,0,1,0,0.001416545,6.23053
0,2,3,0,1,0,0,1,0,0.002112926,5.55604
1,2,3,0,1,0,0,1,0,0.002296061,5.28944
2,2,3,0,1,0,0,1,0,0.002925834,4.73394
3,2,3,0,1,0,0,1,0,0.002105761,4.80557
4,2,3,0,1,0,0,1,0,0.001680941,6.38323
0,3,3,0,1,0,0,1,0,0.002077739,5.51691
1,3,3,0,1,0,0,1,0,0.0022468,5.26142
2,3,3,0,1,0,0,1,0,0.002887666,4.72505
3,3,3,0,1,0,0,1,0,0.002043206,4.77653
4,3,3,0,1,0,0,1,0,0.001660159,6.34648
0,4,3,0,1,0,0,1,0,0.001839247,5.4658
1,4,3,0,1,0,0,1,0,0.002076249,5.26317
2,4,3,0,1,0,0,1,0,0.002812032,4.73601
3,4,3,0,1,0,0,1,0,0.002035309,4.82659
4,4,3,0,1,0,0,1,0,0.001378302,6.28473
0,0,4,0,1,0,0,1,0,0.001634121,4.84633
1,0,4,0,1,0,0,1,0,0.001852686,4.73958
2,0,4,0,1,0,0,1,0,0.002651686,4.42869
3,0,4,0,1,0,0,1,0,0.001877939,4.40854
4,0,4,0,1,0,0,1,0,0.001182303,5.39143
0,1,4,0,1,0,0,1,0,0.001898349,5.3938
1,1,4,0,1,0,0,1,0,0.002114197,5.18339
2,1,4,0,1,0,0,1,0,0.002868277,4.67927
3,1,4,0,1,0,0,1,0,0.002073634,4.74314
4,1,4,0,1,0,0,1,0,0.001424971,6.17776
0,2,4,0,1,0,0,1,0,0.002125726,5.52058
1,2,4,0,1,0,0,1,0,0.002309343,5.25713
2,2,4,0,1,0,0,1,0,0.002976,4.70507
3,2,4,0,1,0,0,1,0,0.002164,4.77702
4,2,4,0,1,0,0,1,0,0.001674068,6.33569
0,3,4,0,1,0,0,1,0,0.002089659,5.48142
1,3,4,0,1,0,0,1,0,0.002259884,5.22934
2,3,4,0,1,0,0,1,0,0.002938497,4.69643
3,3,4,0,1,0,0,1,0,0.002104217,4.74807
4,3,4,0,1,0,0,1,0,0.00165249,6.2987
0,4,4,0,1,0,0,1,0,0.001873873,5.4342
1,4,4,0,1,0,0,1,0,0.002111359,5.23212
2,4,4,0,1,0,0,1,0,0.00287913,4.70824
3,4,4,0,1,0,0,1,0,0.002104467,4.79886
4,4,4,0,1,0,0,1,0,0.001387875,6.22804
0,0,0,1,1,0,0,1,0,0.001693664,4.536
1,0,0,1,1,0,0,1,0,0.001903923,4.47174
2,0,0,1,1,0,0,1,0,0.002719037,4.22798
3,0,0,1,1,0,0,1,0,0.001954538,4.15582
4,0,0,1,1,0,0,1,0,0.001215415,5.0471
0,1,0,1,1,0,0,1,0,0.00194806,5.06746
1,1,0,1,1,0,0,1,0,0.00215776,4.90607
2,1,0,1,1,0,0,1,0,0.002930479,4.47426
3,1,0,1,1,0,0,1,0,0.002145281,4.48232
4,1,0,1,1,0,0,1,0,0.001452877,5.8203
0,2,0,1,1,0,0,1,0,0.002168609,5.18176
1,2,0,1,1,0,0,1,0,0.002346755,4.96821
2,2,0,1,1,0,0,1,0,0.003033752,4.49669
3,2,0,1,1,0,0,1,0,0.002234072,4.5123
4,2,0,1,1,0,0,1,0,0.001692003,5.97872
0,3,0,1,1,0,0,1,0,0.002128087,5.14611
1,3,0,1,1,0,0,1,0,0.002293635,4.9428
2,3,0,1,1,0,0,1,0,0.002995295,4.48887
3,3,0,1,1,0,0,1,0,0.002173559,4.48569
4,3,0,1,1,0,0,1,0,0.001666006,5.94314
0,4,0,1,1,0,0,1,0,0.001924837,5.10791
1,4,0,1,1,0,0,1,0,0.00215441,4.95453
2,4,0,1,1,0,0,1,0,0.002939847,4.50363
3,4,0,1,1,0,0,1,0,0.00217487,4.53592
4,4,0,1,1,0,0,1,0,0.00142013,5.86589
0,0,1,1,1,0,0,1,0,0.001602518,4.83263
1,0,1,1,1,0,0,1,0,0.001811451,4.73569
2,0,1,1,1,0,0,1,0,0.002568653,4.44955
3,0,1,1,1,0,0,1,0,0.001809693,4.40612
4,0,1,1,1,0,0,1,0,0.001175692,5.36854
0,1,1,1,1,0,0,1,0,0.001888578,5.37073
1,1,1,1,1,0,0,1,0,0.00209238,5.17166
2,1,1,1,1,0,0,1,0,0.002806934,4.69833
3,1,1,1,1,0,0,1,0,0.00202247,4.73752
4,1,1,1,1,0,0,1,0,0.001431081,6.14028
0,2,1,1,1,0,0,1,0,0.002132007,5.48929
1,2,1,1,1,0,0,1,0,0.00230528,5.23722
2,2,1,1,1,0,0,1,0,0.002927922,4.72201
3,2,1,1,1,0,0,1,0,0.002123838,4.76909
4,2,1,1,1,0,0,1,0,0.001692246,6.28507
0,3,1,1,1,0,0,1,0,0.002093268,5.45164
1,3,1,1,1,0,0,1,0,0.002253465,5.21138
2,3,1,1,1,0,0,1,0,0.002889175,4.71379
3,3,1,1,1,0,0,1,0,0.00205906,4.74174
4,3,1,1,1,0,0,1,0,0.00166925,6.25036
0,4,1,1,1,0,0,1,0,0.001853883,5.4093
1,4,1,1,1,0,0,1,0,0.002080118,5.21943
2,4,1,1,1,0,0,1,0,0.002808007,4.72617
3,4,1,1,1,0,0,1,0,0.002048497,4.79004
4,4,1,1,1,0,0,1,0,0.00138726,6.18523
0,0,2,1,1,0,0,1,0,0.001562339,5.30789
1,0,2,1,1,0,0,1,0,0.001782463,5.08239
2,0,2,1,1,0,0,1,0,0.002529324,4.67978
3,0,2,1,1,0,0,1,0,0.001734414,4.73399
4,0,2,1,1,0,0,1,0,0.001188804,5.91081
0,1,2,1,1,0,0,1,0,0.001886517,5.84922
1,1,2,1,1,0,0,1,0,0.002098107,5.52131
2,1,2,1,1,0,0,1,0,0.002794942,4.93
3,1,2,1,1,0,0,1,0,0.001970033,5.07052
4,1,2,1,1,0,0,1,0,0.00146429,6.67096
0,2,2,1,1,0,0,1,0,0.002153354,5.96523
1,2,2,1,1,0,0,1,0,0.002337533,5.58261
2,2,2,1,1,0,0,1,0,0.002938225,4.95422
3,2,2,1,1,0,0,1,0,0.002083151,5.1015
4,2,2,1,1,0,0,1,0,0.001733299,6.80769
0,3,2,1,1,0,0,1,0,0.00211866,5.92915
1,3,2,1,1,0,0,1,0,0.002287564,5.55735
2,3,2,1,1,0,0,1,0,0.002899639,4.94586
3,3,2,1,1,0,0,1,0,0.002014037,5.07458
4,3,2,1,1,0,0,1,0,0.001708314,6.77336
0,4,2,1,1,0,0,1,0,0.001835626,5.88669
1,4,2,1,1,0,0,1,0,0.002072105,5.56636
2,4,2,1,1,0,0,1,0,0.002786515,4.95737
3,4,2,1,1,0,0,1,0,0.001992231,5.1221
4,4,2,1,1,0,0,1,0,0.001410086,6.72185
0,0,3,1,1,0,0,1,0,0.001600707,4.79492
1,0,3,1,1,0,0,1,0,0.001811944,4.69589
2,0,3,1,1,0,0,1,0,0.002578651,4.40453
3,0,3,1,1,0,0,1,0,0.001810545,4.37689
4,0,3,1,1,0,0,1,0,0.001174388,5.34398
0,1,3,1,1,0,0,1,0,0.00188633,5.33269
1,1,3,1,1,0,0,1,0,0.002091453,5.13167
2,1,3,1,1,0,0,1,0,0.002814298,4.6532
3,1,3,1,1,0,0,1,0,0.002022048,4.70823
4,1,3,1,1,0,0,1,0,0.00142946,6.11536
0,2,3,1,1,0,0,1,0,0.002129139,5.45122
1,2,3,1,1,0,0,1,0,0.002302989,5.1973
2,2,3,1,1,0,0,1,0,0.002933143,4.67678
3,2,3,1,1,0,0,1,0,0.002122816,4.73983
4,2,3,1,1,0,0,1,0,0.00169058,6.25991
0,3,3,1,1,0,0,1,0,0.002090301,5.41351
1,3,3,1,1,0,0,1,0,0.002251003,5.17145
2,3,3,1,1,0,0,1,0,0.002894418,4.66866
3,3,3,1,1,0,0,1,0,0.002058241,4.71247
4,3,3,1,1,0,0,1,0,0.001667604,6.22518
0,4,3,1,1,0,0,1,0,0.001851985,5.3712
1,4,3,1,1,0,0,1,0,0.002079704,5.17963
2,4,3,1,1,0,0,1,0,0.002816243,4.68108
3,4,3,1,1,0,0,1,0,0.002048296,4.76071
4,4,3,1,1,0,0,1,0,0.001385803,6.16034
0,0,4,1,1,0,0,1,0,0.001651057,4.76864
1,0,4,1,1,0,0,1,0,0.001862595,4.66799
2,0,4,1,1,0,0,1,0,0.002663208,4.37905
3,0,4,1,1,0,0,1,0,0.001895138,4.3534
4,0,4,1,1,0,0,1,0,0.001192817,5.28783
0,1,4,1,1,0,0,1,0,0.001916366,5.30123
1,1,4,1,1,0,0,1,0,0.002123559,5.10235
2,1,4,1,1,0,0,1,0,0.002878889,4.62583
3,1,4,1,1,0,0,1,0,0.002091279,4.68111
4,1,4,1,1,0,0,1,0,0.00143628,6.05933
0,2,4,1,1,0,0,1,0,0.002144151,5.41497
1,2,4,1,1,0,0,1,0,0.002319452,5.1655
2,2,4,1,1,0,0,1,0,0.002986522,4.64897
3,2,4,1,1,0,0,1,0,0.002183147,4.71164
4,2,4,1,1,0,0,1,0,0.001683624,6.21135
0,3,4,1,1,0,0,1,0,0.002103926,5.37755
1,3,4,1,1,0,0,1,0,0.002266618,5.14014
2,3,4,1,1,0,0,1,0,0.002948151,4.6411
3,3,4,1,1,0,0,1,0,0.002121596,4.68455
4,3,4,1,1,0,0,1,0,0.001658579,6.17638
0,4,4,1,1,0,0,1,0,0.001889074,5.33993
1,4,4,1,1,0,0,1,0,0.002117383,5.15079
2,4,4,1,1,0,0,1,0,0.002887035,4.65457
3,4,4,1,1,0,0,1,0,0.002120161,4.73435
4,4,4,1,1,0,0,1,0,0.001399185,6.10434
0,0,0,2,1,0,0,1,0,0.001691789,4.48195
1,0,0,2,1,0,0,1,0,0.001895911,4.42275
2,0,0,2,1,0,0,1,0,0.002708781,4.19272
3,0,0,2,1,0,0,1,0,0.001951925,4.11617
4,0,0,2,1,0,0,1,0,0.001211667,4.97795
0,1,0,2,1,0,0,1,0,0.001943645,5.00289
1,1,0,2,1,0,0,1,0,0.002146627,4.85113
2,1,0,2,1,0,0,1,0,0.002916838,4.4372
3,1,0,2,1,0,0,1,0,0.002140229,4.43806
4,1,0,2,1,0,0,1,0,0.001446636,5.73699
0,2,0,2,1,0,0,1,0,0.002161005,5.11276
1,2,0,2,1,0,0,1,0,0.0023336,4.90665
2,2,0,2,1,0,0,1,0,0.003019099,4.45753
3,2,0,2,1,0,0,1,0,0.002228391,4.46631
4,2,0,2,1,0,0,1,0,0.001679718,5.89425
0,3,0,2,1,0,0,1,0,0.002119431,5.07859
1,3,0,2,1,0,0,1,0,0.002280025,4.88267
2,3,0,2,1,0,0,1,0,0.002981005,4.45042
3,3,0,2,1,0,0,1,0,0.00216816,4.44099
4,3,0,2,1,0,0,1,0,0.001654709,5.86033
0,4,0,2,1,0,0,1,0,0.001918621,5.04512
1,4,0,2,1,0,0,1,0,0.002141463,4.89833
2,4,0,2,1,0,0,1,0,0.002924368,4.46598
3,4,0,2,1,0,0,1,0,0.002167591,4.48972
4,4,0,2,1,0,0,1,0,0.001412909,5.78105
0,0,1,2,1,0,0,1,0,0.001597826,4.77772
1,0,1,2,1,0,0,1,0,0.001801655,4.68572
2,0,1,2,1,0,0,1,0,0.002555478,4.41382
3,0,1,2,1,0,0,1,0,0.001805073,4.36596
4,0,1,2,1,0,0,1,0,0.001170573,5.29649
0,1,1,2,1,0,0,1,0,0.001881845,5.30619
1,1,1,2,1,0,0,1,0,0.00207936,5.11644
2,1,1,2,1,0,0,1,0,0.002790395,4.65985
3,1,1,2,1,0,0,1,0,0.002015208,4.69257
4,1,1,2,1,0,0,1,0,0.001423823,6.05811
0,2,1,2,1,0,0,1,0,0.002122075,5.41747
1,2,1,2,1,0,0,1,0,0.002289591,5.17561
2,2,1,2,1,0,0,1,0,0.002910462,4.68207
3,2,1,2,1,0,0,1,0,0.002116122,4.72213
4,2,1,2,1,0,0,1,0,0.001680167,6.20315
0,3,1,2,1,0,0,1,0,0.00208255,5.38146
1,3,1,2,1,0,0,1,0,0.002237425,5.15124
2,3,1,2,1,0,0,1,0,0.002871806,4.67442
3,3,1,2,1,0,0,1,0,0.002051317,4.69594
4,3,1,2,1,0,0,1,0,0.00165701,6.16916
0,4,1,2,1,0,0,1,0,0.001845001,5.34282
1,4,1,2,1,0,0,1,0,0.002064413,5.16308
2,4,1,2,1,0,0,1,0,0.002789811,4.68727
3,4,1,2,1,0,0,1,0,0.002039222,4.74306
4,4,1,2,1,0,0,1,0,0.001378187,6.0997
0,0,2,2,1,0,0,1,0,0.001555347,5.25321
1,0,2,2,1,0,0,1,0,0.001769585,5.03203
2,0,2,2,1,0,0,1,0,0.0025129,4.64381
3,0,2,2,1,0,0,1,0,0.001727675,4.69408
4,0,2,2,1,0,0,1,0,0.001181476,5.8395
0,1,2,2,1,0,0,1,0,0.001875839,5.78262
1,1,2,2,1,0,0,1,0,0.002081157,5.46334
2,1,2,2,1,0,0,1,0,0.002774298,4.89123
3,1,2,2,1,0,0,1,0,0.001960442,5.02499
4,1,2,2,1,0,0,1,0,0.001454091,6.59283
0,2,2,2,1,0,0,1,0,0.002143981,5.89603
1,2,2,2,1,0,0,1,0,0.002320284,5.52148
2,2,2,2,1,0,0,1,0,0.002916187,4.91366
3,2,2,2,1,0,0,1,0,0.002072539,5.05479
4,2,2,2,1,0,0,1,0,0.001719338,6.72704
0,3,2,2,1,0,0,1,0,0.002107885,5.86169
1,3,2,2,1,0,0,1,0,0.002269663,5.49751
2,3,2,2,1,0,0,1,0,0.002877847,4.90577
3,3,2,2,1,0,0,1,0,0.00200412,5.02884
4,3,2,2,1,0,0,1,0,0.00169405,6.6945
0,4,2,2,1,0,0,1,0,0.001823535,5.82149
1,4,2,2,1,0,0,1,0,0.002052845,5.5076
2,4,2,2,1,0,0,1,0,0.002764583,4.91785
3,4,2,2,1,0,0,1,0,0.001980396,5.0745
4,4,2,2,1,0,0,1,0,0.001401225,6.63799
0,0,3,2,1,0,0,1,0,0.001596023,4.74004
1,0,3,2,1,0,0,1,0,0.001802282,4.64595
2,0,3,2,1,0,0,1,0,0.002565856,4.36881
3,0,3,2,1,0,0,1,0,0.001806063,4.33673
4,0,3,2,1,0,0,1,0,0.001169265,5.27195
0,1,3,2,1,0,0,1,0,0.001879696,5.2681
1,1,3,2,1,0,0,1,0,0.002078546,5.07664
2,1,3,2,1,0,0,1,0,0.002798144,4.61483
3,1,3,2,1,0,0,1,0,0.002014915,4.66331
4,1,3,2,1,0,0,1,0,0.001422269,6.03324
0,2,3,2,1,0,0,1,0,0.002119358,5.37932
1,2,3,2,1,0,0,1,0,0.00228755,5.13566
2,2,3,2,1,0,0,1,0,0.002916143,4.63693
3,2,3,2,1,0,0,1,0,0.002115228,4.69286
4,2,3,2,1,0,0,1,0,0.001678571,6.17801
0,3,3,2,1,0,0,1,0,0.002079656,5.34333
1,3,3,2,1,0,0,1,0,0.00223506,5.11133
2,3,3,2,1,0,0,1,0,0.002877405,4.6293
3,3,3,2,1,0,0,1,0,0.002050639,4.66667
4,3,3,2,1,0,0,1,0,0.001655398,6.14401
0,4,3,2,1,0,0,1,0,0.001843125,5.3047
1,4,3,2,1,0,0,1,0,0.002064125,5.12326
2,4,3,2,1,0,0,1,0,0.00279853,4.64229
3,4,3,2,1,0,0,1,0,0.00203916,4.71377
4,4,3,2,1,0,0,1,0,0.001376728,6.07475
0,0,4,2,1,0,0,1,0,0.001648346,4.71423
1,0,4,2,1,0,0,1,0,0.001854362,4.61889
2,0,4,2,1,0,0,1,0,0.002652758,4.3437
3,0,4,2,1,0,0,1,0,0.001892118,4.31377
4,0,4,2,1,0,0,1,0,0.001188513,5.21627
0,1,4,2,1,0,0,1,0,0.001910545,5.23678
1,1,4,2,1,0,0,1,0,0.002111886,5.04759
2,1,4,2,1,0,0,1,0,0.002865267,4.58832
3,1,4,2,1,0,0,1,0,0.002085863,4.63675
4,1,4,2,1,0,0,1,0,0.001428578,5.97611
0,2,4,2,1,0,0,1,0,0.002135824,5.34452
1,2,4,2,1,0,0,1,0,0.00230558,5.1042
2,2,4,2,1,0,0,1,0,0.00297134,4.60952
3,2,4,2,1,0,0,1,0,0.002177069,4.66512
4,2,4,2,1,0,0,1,0,0.001671577,6.12811
0,3,4,2,1,0,0,1,0,0.002094347,5.3108
1,3,4,2,1,0,0,1,0,0.002252472,5.08019
2,3,4,2,1,0,0,1,0,0.00293307,4.60222
3,3,4,2,1,0,0,1,0,0.002115665,4.63987
4,3,4,2,1,0,0,1,0,0.00164576,6.09421
0,4,4,2,1,0,0,1,0,0.001881694,5.27693
1,4,4,2,1,0,0,1,0,0.002103436,5.09463
2,4,4,2,1,0,0,1,0,0.002871495,4.6167
3,4,4,2,1,0,0,1,0,0.002112671,4.68798
4,4,4,2,1,0,0,1,0,0.001391844,6.01964
0,0,0,0,0,1,0,1,0,0.00153894,4.98189
1,0,0,0,0,1,0,1,0,0.00174997,4.89766
2,0,0,0,0,1,0,1,0,0.002519718,4.5692
3,0,0,0,0,1,0,1,0,0.001766101,4.52374
4,0,0,0,0,1,0,1,0,0.001117663,5.57231
0,1,0,0,0,1,0,1,0,0.001799507,5.57716
1,1,0,0,0,1,0,1,0,0.002005779,5.36753
2,1,0,0,0,1,0,1,0,0.002740395,4.83621
3,1,0,0,0,1,0,1,0,0.001970337,4.87539
4,1,0,0,0,1,0,1,0,0.001348852,6.38016
0,2,0,0,0,1,0,1,0,0.001995368,5.7508
1,2,0,0,0,1,0,1,0,0.002179204,5.48087
2,2,0,0,0,1,0,1,0,0.002835677,4.86873
3,2,0,0,0,1,0,1,0,0.002056379,4.91377
4,2,0,0,0,1,0,1,0,0.001580628,6.56862
0,3,0,0,0,1,0,1,0,0.001954028,5.71193
1,3,0,0,0,1,0,1,0,0.002127054,5.44508
2,3,0,0,0,1,0,1,0,0.002798251,4.85842
3,3,0,0,0,1,0,1,0,0.001998205,4.8812
4,3,0,0,0,1,0,1,0,0.001552446,6.53358
0,4,0,0,0,1,0,1,0,0.001778328,5.60801
1,4,0,0,0,1,0,1,0,0.00200654,5.41827
2,4,0,0,0,1,0,1,0,0.002757531,4.86819
3,4,0,0,0,1,0,1,0,0.001998078,4.93745
4,4,0,0,0,1,0,1,0,0.001310962,6.4385
0,0,1,0,0,1,0,1,0,0.001467689,5.22969
1,0,1,0,0,1,0,1,0,0.001678051,5.11467
2,0,1,0,0,1,0,1,0,0.002411404,4.74909
3,0,1,0,0,1,0,1,0,0.001668186,4.72647
4,0,1,0,0,1,0,1,0,0.001081959,5.85459
0,1,1,0,0,1,0,1,0,0.001744125,5.8478
1,1,1,0,0,1,0,1,0,0.001948729,5.59544
2,1,1,0,0,1,0,1,0,0.002645748,5.01893
3,1,1,0,0,1,0,1,0,0.001875131,5.08275
4,1,1,0,0,1,0,1,0,0.001328521,6.6463
0,2,1,0,0,1,0,1,0,0.001951181,6.00521
1,2,1,0,0,1,0,1,0,0.002142994,5.71976
2,2,1,0,0,1,0,1,0,0.002756764,5.05239
3,2,1,0,0,1,0,1,0,0.001967436,5.12402
4,2,1,0,0,1,0,1,0,0.001576887,6.83267
0,3,1,0,0,1,0,1,0,0.001913102,5.96659
1,3,1,0,0,1,0,1,0,0.002092178,5.68442
2,3,1,0,0,1,0,1,0,0.002719953,5.04204
3,3,1,0,0,1,0,1,0,0.001907667,5.09001
4,3,1,0,0,1,0,1,0,0.00155055,6.79749
0,4,1,0,0,1,0,1,0,0.001714165,5.87331
1,4,1,0,0,1,0,1,0,0.001942562,5.64248
2,4,1,0,0,1,0,1,0,0.002657129,5.04947
3,4,1,0,0,1,0,1,0,0.001901911,5.14341
4,4,1,0,0,1,0,1,0,0.00128313,6.70011
0,0,2,0,0,1,0,1,0,0.001434167,5.6523
1,0,2,0,0,1,0,1,0,0.001652015,5.41468
2,0,2,0,0,1,0,1,0,0.00237349,4.94384
3,0,2,0,0,1,0,1,0,0.001604989,5.01122
4,0,2,0,0,1,0,1,0,0.001085596,6.35197
0,1,2,0,0,1,0,1,0,0.001726589,6.2795
1,1,2,0,0,1,0,1,0,0.001944091,5.90828
2,1,2,0,0,1,0,1,0,0.002631152,5.21435
3,1,2,0,0,1,0,1,0,0.001828341,5.36917
4,1,2,0,0,1,0,1,0,0.001350936,7.11503
0,2,2,0,0,1,0,1,0,0.001960193,6.42348
1,2,2,0,0,1,0,1,0,0.002154002,6.0312
2,2,2,0,0,1,0,1,0,0.002759694,5.24811
3,2,2,0,0,1,0,1,0,0.001935194,5.41232
4,2,2,0,0,1,0,1,0,0.001610122,7.29497
0,3,2,0,0,1,0,1,0,0.001922957,6.38597
1,3,2,0,0,1,0,1,0,0.002105743,5.99829
2,3,2,0,0,1,0,1,0,0.002723505,5.2379
3,3,2,0,0,1,0,1,0,0.001871187,5.37779
4,3,2,0,0,1,0,1,0,0.001585876,7.25884
0,4,2,0,0,1,0,1,0,0.00169259,6.30989
1,4,2,0,0,1,0,1,0,0.001929859,5.94736
2,4,2,0,0,1,0,1,0,0.002633569,5.24375
3,4,2,0,0,1,0,1,0,0.001851,5.42802
4,4,2,0,0,1,0,1,0,0.00129722,7.16874
0,0,3,0,0,1,0,1,0,0.001465184,5.19423
1,0,3,0,0,1,0,1,0,0.001678539,5.07818
2,0,3,0,0,1,0,1,0,0.002417528,4.70817
3,0,3,0,0,1,0,1,0,0.001667318,4.70012
4,0,3,0,0,1,0,1,0,0.001080267,5.8318
0,1,3,0,0,1,0,1,0,0.001741466,5.81257
1,1,3,0,0,1,0,1,0,0.001949145,5.55859
2,1,3,0,0,1,0,1,0,0.002650332,4.97799
3,1,3,0,0,1,0,1,0,0.001874215,5.05633
4,1,3,0,0,1,0,1,0,0.001326955,6.62241
0,2,3,0,0,1,0,1,0,0.001947907,5.96989
1,2,3,0,0,1,0,1,0,0.002142416,5.68255
2,2,3,0,0,1,0,1,0,0.002759609,5.01134
3,2,3,0,0,1,0,1,0,0.001966427,5.0975
4,2,3,0,0,1,0,1,0,0.001575534,6.80822
0,3,3,0,0,1,0,1,0,0.001909739,5.9312
1,3,3,0,0,1,0,1,0,0.002091378,5.6472
2,3,3,0,0,1,0,1,0,0.002722675,5.00098
3,3,3,0,0,1,0,1,0,0.001906638,5.06352
4,3,3,0,0,1,0,1,0,0.001549147,6.77304
0,4,3,0,0,1,0,1,0,0.001711648,5.83806
1,4,3,0,0,1,0,1,0,0.001943128,5.60568
2,4,3,0,0,1,0,1,0,0.002662436,5.00863
3,4,3,0,0,1,0,1,0,0.001901035,5.11698
4,4,3,0,0,1,0,1,0,0.001281566,6.67625
0,0,4,0,0,1,0,1,0,0.001509798,5.19401
1,0,4,0,0,1,0,1,0,0.001721259,5.07499
